00001_CARD_NAME;Power Up;力量提升;
13042_CARD_NAME;Seal of Heavyleaf;重叶之印;
13042_CARD_TEXT;Aurora has 40 life.\nAurora's Teapot only heals 10 life.;奥罗拉有 40 点生命值。\n奥罗拉的茶壶只能治疗 10 点生命值。;
13043_CARD_NAME;Seal of Thievery;窃贼之印;
13043_CARD_TEXT;Fugoro takes all assignable treasures automatically.;福咕噜会自动获得所有可分配的宝物。;
13044_CARD_NAME;Seal of Doubling;加倍之印;
13044_CARD_TEXT;Fugoro takes double damage from all sources.\nFugoro's first attack each turn deals double damage.;福咕噜受到的来自所有来源的伤害都加倍。\n福咕噜每回合的第一次攻击造成双倍伤害。;
13046_CARD_NAME;Seal of the Disciple;门徒之印;
13046_CARD_TEXT;All cards have {exhaust}. When you draft any card, you gain 2 additional copies. Start with a {refer|12014} ally in play.;所有卡牌都具有{exhaust}。抽任何牌时，你都会获得 2 个额外的副本。开始时有一个{refer|12014}盟友在场。;
13047_CARD_NAME;Seal of Treasure;宝物之印;
13047_CARD_TEXT;Start with a random legendary treasure and no gold.;开始时有一件随机的传奇宝物，没有金币。;
13048_CARD_NAME;Seal of Brutality;残暴之印;
13048_CARD_TEXT;Enemies and heroes have +3 {power}.;敌人和英雄获得 +3 {power}。;
13050_CARD_NAME;Seal of Magnificence;华丽之印;
13050_CARD_TEXT;All cards offered are epics.;提供的所有牌都为史诗级。;
13051_CARD_NAME;Seal of Multiplication;乘法之印;
13051_CARD_TEXT;All cards have the Kaleidoscopic Prism gem.;所有的牌都有万花筒棱镜宝石。;
13052_CARD_NAME;Seal of Poverty;贫穷之印;
13052_CARD_TEXT;All gold gained is decreased by 50%.;所有获得的金币减少 50%。;
13053_CARD_NAME;Seal of Rock;岩石之印;
13053_CARD_TEXT;<b>Headbangs</b> always cost {faeria|0}.;<b>头部撞击</b>始终消耗{faeria|0}。;
13054_CARD_NAME;Seal of Discovery;发现之印;
13054_CARD_TEXT;At the start of each turn, draw 2 less cards and add a Eureka to your hand.;在每回合开始时，少抽 2 张牌并将一张大发现加入你的手牌。;
13055_CARD_NAME;Seal of Cowardice;懦弱之印;
13055_CARD_TEXT;At the start of each turn, swap Fugoro to the back.;每回合开始时，将福咕噜交换到后方。;
13056_CARD_NAME;Seal of Precision;精准之印;
13056_CARD_TEXT;Fugoro's staff has its ability replaced with <quote>Fugoro's hits deal +5 damage to marked targets.</quote>;福咕噜的法杖的能力被替换为<quote>福咕噜的命中对标记的目标造成 +5 伤害</quote>。;
13057_CARD_NAME;Seal of Trade;商贸之印;
13057_CARD_TEXT;Epic cards cost {faeria|1} less.\nWhen an Epic card is added to your deck, your heroes lose 2 max hp.;史诗牌的花费降低 {faeria|1}。\n当一张史诗牌被加入你的牌组时，你的英雄会失去 2 点最大生命值。;
20001_CARD_NAME;Strike;打击;
20001_CARD_TEXT;Attack for {dynamic_number|power|7}.;攻击 {dynamic_number|power|7} 点。;
20002_CARD_NAME;Defend;防御;
20002_CARD_TEXT;Gain {block|6}.;获得 {block|6}。;
20003_CARD_NAME;Magic Staff;魔杖;
20003_CARD_TEXT;The first attack Fugoro makes each turn gains +5 {power}.;福咕噜每回合进行的首次攻击获得 +5 {power}。;
20004_CARD_NAME;Faeria Coin;仙灵金币;
20004_CARD_TEXT;{stacks}\nGain {faeria|1}.\nDraw a card.\n{exhaust};{stacks}\n获得 {faeria|1}。\n抽一张牌。\n{exhaust};
20005_CARD_NAME;Steel Coin;钢铁金币;
20005_CARD_TEXT;{stacks}\nGain {block|4}.\nDraw a card.\n{exhaust};{stacks}\n获得 {block|4}。\n抽一张牌。\n{exhaust};
20006_CARD_NAME;Sharpened Coin;打磨锐利的金币;
20006_CARD_TEXT;{stacks}\nAttack the leading enemy for {dynamic_number|power|8}.\nDraw a card.\n{exhaust};{stacks}\n攻击领军的敌人 {dynamic_number|power|8} 点。\n抽一张牌。\n{exhaust};
20007_CARD_NAME;Sliding Strike;滑动打击;
20007_CARD_TEXT;Attack for {dynamic_number|power|10}.\n{swap}.;攻击 {dynamic_number|power|10} 点。\n{swap}。;
20008_CARD_NAME;Goldshield;金盾;
20008_CARD_TEXT;{melee}\nGain {block|9}. Shuffle a {coin} into your draw pile.;{melee}\n获得 {block|9} 。将一张{coin}洗入你的抽牌堆。;
20009_CARD_NAME;Dimensional Pouch;维度口袋;
20009_CARD_TEXT;{ranged}\nShuffle 2 {coins} into your draw pile.;{ranged}\n将 2 张{coins}洗入你的抽牌堆。;
20010_CARD_NAME;Triton Bodyguard;崔顿保镖;
20010_CARD_TEXT;{ally}\n{aggressive}\nWhenever Fugoro deals 10 or more damage in a single strike, gain {block|5}.;{ally}\n{aggressive}\n每当福咕噜在单次打击中造成 10 点或更多伤害时，获得 {block|5}。;
20011_CARD_NAME;Coin Crank;金币机械;
20011_CARD_TEXT;{ally}\nEach time the heroes swap 5 times, add a {coin} to your hand.;{ally}\n每 5 次英雄交换，就增加一张{coin}到你的手牌。;
20012_CARD_NAME;Alchemize;炼金术;
20012_CARD_TEXT;{exhaust} everything but the <b>Coins</b> in your hand and add a {coin} to your deck for each card Dissolved.\n{retain};{exhaust}所有的牌，除了你手牌中的<b>金币</b>，每解除一张牌，就在你的牌组中加入一张{coin} 。\n{retain};
20013_CARD_NAME;Hat Trick;帽子戏法;
20013_CARD_TEXT;{ranged}\n{exhaust} a card in your hand. Add 2 {coins} to your hand.;{ranged}\n{exhaust}你手牌中的一张牌。在你的手牌中加入 2 张{coins}。;
20014_CARD_NAME;Coin Golem;金币魔像;
20014_CARD_TEXT;{ally}\n{aggressive}\nEach time you play a {coin}, this gains 5 {spirit} this turn.;{ally}\n{aggressive}\n每当你打出一张{coin}，本回合此牌就会获得 5 点{spirit}。;
20015_CARD_NAME;Twirl;旋转;
20015_CARD_TEXT;{melee}\nAttack the leading enemy for {dynamic_number|power|6}. Repeat for each {coin} in your hand.;{melee}\n攻击领军的敌人 {dynamic_number|power|6} 点。你手牌中每有一张{coin}，重复上述过程。;
20016_CARD_NAME;Patience;耐心;
20016_CARD_TEXT;{combo}\nGain {block|6}. Draw two extra cards next turn.;{combo}\n获得 {block|6}。下一回合可额外抽两张牌。;
20017_CARD_NAME;Symbol;符号;
20017_CARD_TEXT;{ranged}\n{mark} an enemy thrice.;{ranged}\n{mark}一个敌人三次。;
20018_CARD_NAME;Diamondstrike;钻石打击;
20018_CARD_TEXT;{melee}\nAttack for {dynamic_number|power|5} damage. Gain {blocknumberless} for each damage dealt.;{melee}\n攻击，造成 {dynamic_number|power|5} 点伤害。每造成一次伤害，获得{blocknumberless}。;
20019_CARD_NAME;Ink Blast;墨水爆炸;
20019_CARD_TEXT;{melee}\nDeal damage equal to five times the size of your Dissolve pile.;{melee}\n造成相当于你解除牌堆的牌数五倍的伤害。;
20020_CARD_NAME;Hammer of Destruction;毁灭之锤;
20020_CARD_TEXT;{melee}\nAttack for {dynamic_number|power|18}. Return this to your hand next turn.;{melee}\n攻击 {dynamic_number|power|18} 点。下一回合将此卡放回你的手牌中。;
20021_CARD_NAME;Painted Yak;彩绘牦牛;
20021_CARD_TEXT;{ally}\n{aggressive}\n{activate} - {mark} an enemy.;{ally}\n{aggressive}\n{activate} - {mark}一个敌人。;
20022_CARD_NAME;Slot Machine;老虎机;
20022_CARD_TEXT;Add a random Epic Fugoro card to your hand. It costs {faeria|1} less.;将一张随机的史诗福咕噜牌加入你的手牌。它的消耗减少 {faeria|1}。;
20023_CARD_NAME;Jeweled Magpie;镶饰之鹊;
20023_CARD_TEXT;{ally}\n{aggressive}\nEach time this attacks, shuffle a {coin} into your Draw pile for each 4 damage dealt.;{ally}\n{aggressive}\n每次此牌攻击时，每造成 4 点伤害，就将一张{coin}洗入你的抽牌堆。;
20024_CARD_NAME;Equinox Automaton;天平机器;
20024_CARD_TEXT;{ally}\n{spiritless}\nThe next time the leading hero takes damage, negate it and reflect it back to the attacker. Destroy this.;{ally}\n{spiritless}\n下次领军的英雄受到伤害时，消除它并将其反弹给攻击者。破坏此盟友。;
20025_CARD_NAME;Astral Weapon;星际武器;
20025_CARD_TEXT;Attack the leading enemy for {dynamic_number|power|40}.\nThis costs {faeria|2} less for each {coin} played and {mark} triggered this battle.;攻击领军的敌人 {dynamic_number|power|40} 点。\n每打出一张{coin}，且{mark}触发这场战斗，这张牌的消耗就减少 {faeria|2}。;
20026_CARD_NAME;Paper Staff;纸法杖;
20026_CARD_TEXT;Attack for {dynamic_number|power|9}. For each 10 damage dealt, draw a card.;攻击 {dynamic_number|power|9} 点。每造成 10 点伤害，抽一张牌。;
20027_CARD_NAME;Clone;克隆;
20027_CARD_TEXT;{ranged}\nAttack an enemy for the same amount of damage that the other hero last dealt.;{ranged}\n攻击一个敌人，伤害与另一个英雄上次造成的伤害相同。;
20028_CARD_NAME;Last Wish;最后的愿望;
20028_CARD_TEXT;{exhaust} all Fugoro cards in hand. Attack the leading enemy for 10 times the amount Dissolved. ({dynamic_number|wish|0})\n{retain};{exhaust}手牌中的所有福咕噜牌。攻击领军的敌人，攻击力为解除数量的 10 倍。（{dynamic_number|wish|0}）\n{retain};
20029_CARD_NAME;Mark of Greed;贪婪标记;
20029_CARD_TEXT;The next time Fugoro attacks this, add a {coin} into your hand.;下次福咕噜攻击此牌时，将一张{coin}加入你的手牌。;
20030_CARD_NAME;Blowgun;吹气枪;
20030_CARD_TEXT;{ranged}\nAttack for {dynamic_number|power|3} and {mark} the target.;{ranged}\n攻击 {dynamic_number|power|3} 点并{mark}目标。;
20031_CARD_NAME;Direct Hit;直接命中;
20031_CARD_TEXT;Attack for {dynamic_number|power|10}. If the target has a {mark}, deal 10 more.;攻击 {dynamic_number|power|10}。如果目标有一个{mark}，再攻击 10 点。;
20032_CARD_NAME;Paint Spray;喷漆;
20032_CARD_TEXT;{combo}\n{mark} all enemies.;{combo}\n{mark}所有的敌人。;
20033_CARD_NAME;Double Tap;双敲;
20033_CARD_TEXT;Attack all enemies with a {mark} for {dynamic_number|power|5}. Their Marks trigger twice.;攻击所有{mark}的敌人 {dynamic_number|power|5} 点。他们的标记触发两次。;
20034_CARD_NAME;Triton Chant;崔顿吟唱;
20034_CARD_TEXT;Until the end of your turn, whenever your heroes Swap, draw a card.\nYour discard pile does not get reshuffled this turn.;直到你的回合结束，每当你的英雄交换，就抽一张牌。\n，你的弃牌堆在本回合不会被重新洗牌。;
20035_CARD_NAME;Enchant Staff;法杖附魔;
20035_CARD_TEXT;{ranged}\nFugoro's staff deals +10 extra damage the rest of the battle when charged.\n{exhaust};{ranged}\n福咕噜的法杖在充能后，在剩余的战斗中造成 +10 的额外伤害。\n{exhaust};
20036_CARD_NAME;Plunder;掠夺;
20036_CARD_TEXT;{melee}\nAttack an enemy for {dynamic_number|power|9}.\nFor every 10 damage dealt, add a {coin} to your hand, but no more than 10.;{melee}\n攻击一个敌人 {dynamic_number|power|9} 点。\n每造成 10 点伤害，就在你的手牌中增加一张{coin}，但不超过 10 张。;
20037_CARD_NAME;Swarming Carassius;金鱼成群;
20037_CARD_TEXT;{ally}\n{aggressive}\nEach time you swap, this gains 2 {spirit}.;{ally}\n{aggressive}\n每次交换，此牌都会获得 2 点{spirit}。;
20038_CARD_NAME;Animated Brush;动画画笔;
20038_CARD_TEXT;{ally}\n{spiritless}\nFugoro's staff now inflicts a Mark when it is charged.;{ally}\n{spiritless}\n福咕噜的法杖现在会在充能后造成一个标记。;
20041_CARD_NAME;Fugoro's Coin;福咕噜的金币;
20041_CARD_TEXT;{stacks}\n{swap} your heroes.\nDraw a card.\n{exhaust};{stacks}\n{swap}你的英雄。\n抽一张牌。\n{exhaust};
20042_CARD_NAME;Marked Coin;标记的金币;
20042_CARD_TEXT;{stacks}\n{Mark} the leading enemy.\nDraw a card.\n{exhaust};{stacks}\n{Mark}领军的敌人。\n抽一张牌。\n{exhaust};
20043_CARD_NAME;Patience;耐心;
20043_CARD_TEXT;Draw {dynamic_number|twiceLife|0} cards at the start of next turn.;在下一回合开始时抽 {dynamic_number|twiceLife|0} 张牌。;
20044_CARD_NAME;Triton Chant;崔顿吟唱;
20044_CARD_TEXT;Until the end of your turn, whenever you play a card, draw {dynamic_number|life|0} card(s).\nYour discard pile does not get reshuffled this turn.;直到你的回合结束，每当你打出一张牌，就抽 {dynamic_number|life|0} 张牌。\n你的弃牌堆在本回合不会被重新洗牌。;
20045_CARD_NAME;Clockwork Windmill;发条风车;
20045_CARD_TEXT;{ally}\n{combo}\nEach time the heroes swap 5 times, deal 30 damage to the leading enemy.;{ally}\n{combo}\n每次英雄交换 5 次，对领军的敌人造成 30 点伤害。;
20046_CARD_NAME;Fist of the Stars;星星之拳;
20046_CARD_TEXT;{combo}\nAttack an enemy for 15 times the number of {mark}<b>s</b> they have.;{combo}\n攻击敌人，攻击力为其拥有的{mark}的 15 倍。;
20047_CARD_NAME;Scholar Coin;学者金币;
20047_CARD_TEXT;{stacks}\nDraw 2 cards.\n{exhaust};{stacks}\n抽 2 张牌。\n{exhaust};
20048_CARD_NAME;Adventurer's Coin;冒险家金币;
20048_CARD_TEXT;{stacks}\nSharra gains +3 {power} this turn.\nDraw a card.\n{exhaust};{stacks}\n莎拉本回合获得 +3 {power}。\n抽一张牌。\n{exhaust};
20049_CARD_NAME;Ogre Coin;食人魔金币;
20049_CARD_TEXT;{stacks}\nReduce the cost of a random Sorocco card in your hand by {faeria|1} this turn.\nDraw a card.\n{exhaust};{stacks}\n本回合将你手牌中的一张随机索洛科牌的消耗降低 {faeria|1}。\n抽一张牌。\n{exhaust};
20050_CARD_NAME;Rage Coin;愤怒金币;
20050_CARD_TEXT;{stacks}\nGive Seifer 5 {rage}.\nDraw a card.\n{exhaust};{stacks}\n给塞弗 5 点{rage}。\n抽一张牌。\n{exhaust};
20051_CARD_NAME;Porcelain Coin;陶瓷金币;
20051_CARD_TEXT;{stacks}\nSummon 5 {refer|3016}. Summon 1 less for each <b>Porcelain Coin</b> you've played this turn.\nDraw a card.\n{exhaust};{stacks}\n召唤 5 个{refer|3016}。本回合你每打出 1 张<b>陶瓷金币</b>，就少召唤一个。\n抽一张牌。\n{exhaust};
20052_CARD_NAME;Ogre Pirate;食人魔海盗;
20052_CARD_TEXT;{ally}\n{aggressive}\n{activate} - Add a {coin} to your deck and {swap}.;{ally}\n{aggressive}\n{activate} - 在你的牌组中加入一张{coin}，并{swap}。;
20053_CARD_NAME;Ink Golem;墨水魔像;
20053_CARD_TEXT;{ally}\n{aggressive}\nApplies a {mark} whenever this damages an enemy.\nThis has additional {spirit} equal to twice your {exhaust} pile.;{ally}\n{aggressive}\n每当此牌对敌人造成伤害时，就会添加一个{mark}。\n此牌具有额外的{spirit}，相当于你的{exhaust}堆的两倍。;
20054_CARD_NAME;Apparate;显形;
20054_CARD_TEXT;{ranged}\nGain {block|16}.;{ranged}\n获得 {block|16}。;
20055_CARD_NAME;Triton Strike;崔顿打击;
20055_CARD_TEXT;Attack for {dynamic_number|power|9}. For each 10 damage dealt, summon 5 {refer|3016}.;攻击 {dynamic_number|power|9} 点。每造成 10 点伤害，就会召唤出 5 个{refer|3016}。;
20056_CARD_NAME;Recharge;重新充能;
20056_CARD_TEXT;{swap}\nRecharge Fugoro's staff. His next hit does +10 damage.;{swap}。\n为福咕噜的法杖重新充能。他的下一击会造成 +10 的伤害。;
20057_CARD_NAME;Faerie Fire;仙灵之火;
20057_CARD_TEXT;Attack the leading enemy for {dynamic_number|power|1}.\nFor each {mark} they have, gain {faeria|1}.;攻击领军敌人 {dynamic_number|power|1} 点。\n他们每具有一个{mark}，获得 {faeria|1}。;
20058_CARD_NAME;Ring of Dominion;领主之戒;
20058_CARD_TEXT;{melee}\nGive an enemy -15 {power} this turn.;{melee}\n本回合给予一个敌人 -15 {power}。;
20059_CARD_NAME;Pocket Sand;口袋砂;
20059_CARD_TEXT;{melee}\nTrigger all {mark}<b>s</b> on the battlefield without removing them.;{melee}\n触发战场上所有{mark}<b></b>，但不将其移除。;
20060_CARD_NAME;Devouring Wand;吞噬之杖;
20060_CARD_TEXT;Spend all your energy. Deal 5 damage and gain {block|5} for each energy spent.;消耗你所有的能量。每消耗一点能量就造成 5 点伤害且获得 {block|5}。;
20061_CARD_NAME;Ink Bomb;墨水炸弹;
20061_CARD_TEXT;{ranged}\nAttack an enemy for {dynamic_number|power|6}.\nGive them -6 {power} this turn.\n{mark} them.;{ranged}\n攻击一个敌人 {dynamic_number|power|6} 点。\n本回合给与该敌人 -6 {power}。\n{mark}该敌人。;
20062_CARD_NAME;Painted Shield;彩绘护盾;
20062_CARD_TEXT;Gain {block|8}.\n{mark} the leading enemy.;获得 {block|8}。\n{mark}领军的敌人。;
20063_CARD_NAME;Wishing Star;许愿星;
20063_CARD_TEXT;Add a specific card to your hand.\nIf Fugoro is in front, take from your draw pile.\nIf Fugoro is in back, take from your discard pile.;将一张特定的牌加入你的手牌。\n如果福咕噜在前面，则从你的抽牌堆里取得。\n如果福咕噜在后面，则从你的弃牌堆里取得。;
